Date,Expenses,Category,Amount,Municipality,Province,Region,ID
2021-10-05,Grocery,Survival,592.75,Quezon City,Metro Manila,National Capital Region,E2021-404
2021-10-05,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-405
2021-10-06,Home,Obligation,2000.0,Pontevedra,Capiz,Western Visayas,E2021-406
2021-10-06,Home,Obligation,200.0,Quezon City,Metro Manila,National Capital Region,E2021-407
2021-10-07,Home,Obligation,15000.0,Pontevedra,Capiz,Western Visayas,E2021-408
2021-10-07,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2021-409
2021-10-08,Home,Obligation,1500.0,Pontevedra,Capiz,Western Visayas,E2021-410
2021-10-08,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2021-411
2021-10-08,Food/Drinks,Obligation,59.0,Quezon City,Metro Manila,National Capital Region,E2021-412
2021-10-09,Grocery,Survival,236.5,Quezon City,Metro Manila,National Capital Region,E2021-413
2021-10-09,Personal care items (drugstore),Survival,220.0,Quezon City,Metro Manila,National Capital Region,E2021-414
2021-10-09,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-415
2021-10-09,Bank fees,Obligation,18.0,Quezon City,Metro Manila,National Capital Region,E2021-416
2021-10-12,Home,Obligation,15000.0,Pontevedra,Capiz,Western Visayas,E2021-417
2021-10-12,Grocery,Survival,481.75,Quezon City,Metro Manila,National Capital Region,E2021-418
2021-10-12,Bank fees,Obligation,50.0,Quezon City,Metro Manila,National Capital Region,E2021-419
2021-10-12,Transportation,Survival,40.0,Quezon City,Metro Manila,National Capital Region,E2021-420
2021-10-14,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-421
2021-10-14,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-422
2021-10-14,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-423
2021-10-14,Debt repayment,Obligation,1150.0,Quezon City,Metro Manila,National Capital Region,E2021-424
2021-10-14,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-425
2021-10-14,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-426
2021-10-16,Home,Obligation,8000.0,Pontevedra,Capiz,Western Visayas,E2021-427
2021-10-16,Home,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-428
2021-10-16,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-429
2021-10-17,Grocery,Survival,409.75,Quezon City,Metro Manila,National Capital Region,E2021-430
2021-10-17,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-431
2021-10-18,Food/Drinks,Survival,99.0,Quezon City,Metro Manila,National Capital Region,E2021-432
2021-10-18,Phone/Internet,Optional,99.0,Quezon City,Metro Manila,National Capital Region,E2021-433
2021-10-19,Electricity/Water,Obligation,527.0,Quezon City,Metro Manila,National Capital Region,E2021-434
2021-10-19,Grocery,Survival,344.53,Quezon City,Metro Manila,National Capital Region,E2021-435
2021-10-19,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-436
2021-10-21,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-437
2021-10-22,Food/Drinks,Survival,160.0,Quezon City,Metro Manila,National Capital Region,E2021-438
2021-10-22,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-439
2021-10-24,Eating/Going Out,Optional,255.0,Quezon City,Metro Manila,National Capital Region,E2021-440
2021-10-25,Food/Drinks,Survival,136.0,Quezon City,Metro Manila,National Capital Region,E2021-441
2021-10-26,Grocery,Survival,416.0,Quezon City,Metro Manila,National Capital Region,E2021-442
2021-10-29,Debt repayment,Obligation,1150.0,Quezon City,Metro Manila,National Capital Region,E2021-443
2021-10-29,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-444
2021-10-29,Phone/Internet,Optional,99.0,Quezon City,Metro Manila,National Capital Region,E2021-445
2021-10-29,Food/Drinks,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-446
2021-10-30,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-447
2021-10-30,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-448
2021-10-30,Bank fees,Unexpected,300.0,Quezon City,Metro Manila,National Capital Region,E2021-449
2021-10-30,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-450
2021-10-30,Food/Drinks,Optional,24.0,Quezon City,Metro Manila,National Capital Region,E2021-451
2021-10-30,Debt repayment,Obligation,6.62,Quezon City,Metro Manila,National Capital Region,E2021-452
2021-11-02,Grocery,Survival,447.4,Quezon City,Metro Manila,National Capital Region,E2021-453
2021-11-02,Hair Cut,Optional,70.0,Quezon City,Metro Manila,National Capital Region,E2021-454
2021-11-02,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-455
2021-11-03,Electricity/Water,Obligation,130.59,Quezon City,Metro Manila,National Capital Region,E2021-456
2021-11-04,Phone/Internet,Optional,99.0,Quezon City,Metro Manila,National Capital Region,E2021-457
2021-11-05,Food/Drinks,Survival,60.0,Quezon City,Metro Manila,National Capital Region,E2021-458
2021-11-06,Home,Obligation,2000.0,Pontevedra,Capiz,Western Visayas,E2021-459
2021-11-06,Home,Obligation,200.0,Pontevedra,Capiz,Western Visayas,E2021-460
2021-11-06,Food/Drinks,Survival,46.0,Quezon City,Metro Manila,National Capital Region,E2021-461
2021-11-07,Grocery,Survival,573.75,Quezon City,Metro Manila,National Capital Region,E2021-462
2021-11-07,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-463
2021-11-09,Grocery,Survival,300.0,Quezon City,Metro Manila,National Capital Region,E2021-464
2021-11-09,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-465
2021-11-11,Clothing/Shoes/Personal Items,Optional,4000.0,Quezon City,Metro Manila,National Capital Region,E2021-466
2021-11-13,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-467
2021-11-13,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-468
2021-11-14,Food/Drinks,Survival,270.0,Quezon City,Metro Manila,National Capital Region,E2021-469
2021-11-14,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-470
2021-11-16,Grocery,Survival,360.65,Quezon City,Metro Manila,National Capital Region,E2021-471
2021-11-16,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-472
2021-11-17,Healthcare,Survival,2499.0,Quezon City,Metro Manila,National Capital Region,E2021-473
2021-11-17,Magazines/Newspapers/Books,Optional,190.0,Quezon City,Metro Manila,National Capital Region,E2021-474
2021-11-17,Transportation,Survival,65.0,Quezon City,Metro Manila,National Capital Region,E2021-475
2021-11-18,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-476
2021-11-19,Grocery,Survival,512.1,Quezon City,Metro Manila,National Capital Region,E2021-477
2021-11-19,Others,Optional,31.48,Quezon City,Metro Manila,National Capital Region,E2021-478
2021-11-19,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-479
2021-11-20,Debt repayment,Obligation,3.35,Quezon City,Metro Manila,National Capital Region,E2021-480
2021-11-21,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-481
2021-11-22,Home,Optional,500.0,Pontevedra,Capiz,Western Visayas,E2021-482
2021-11-22,Food/Drinks,Survival,40.0,Quezon City,Metro Manila,National Capital Region,E2021-483
2021-11-24,Grocery,Survival,335.68,Quezon City,Metro Manila,National Capital Region,E2021-484
2021-11-24,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-485
2021-11-26,Others,Optional,725.0,Quezon City,Metro Manila,National Capital Region,E2021-486
2021-11-27,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-487
2021-11-27,Electricity/Water,Obligation,390.0,Quezon City,Metro Manila,National Capital Region,E2021-488
2021-11-28,Debt repayment,Obligation,2300.0,Quezon City,Metro Manila,National Capital Region,E2021-489
2021-11-28,Grocery,Survival,367.43,Quezon City,Metro Manila,National Capital Region,E2021-490
2021-11-29,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-491
2021-11-29,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-492
2021-11-29,Grocery,Survival,629.1,Quezon City,Metro Manila,National Capital Region,E2021-493
2021-11-29,Transportation,Survival,110.0,Quezon City,Metro Manila,National Capital Region,E2021-494
2021-11-29,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-495
2021-11-29,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-496
2021-11-30,Food/Drinks,Optional,137.0,Quezon City,Metro Manila,National Capital Region,E2021-497
2021-12-02,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-498
2021-12-03,Food/Drinks,Survival,130.0,Quezon City,Metro Manila,National Capital Region,E2021-499
2021-12-04,Debt repayment,Obligation,72.5,Quezon City,Metro Manila,National Capital Region,E2021-500
2021-12-05,Home,Obligation,3500.0,Pontevedra,Capiz,Western Visayas,E2021-501
2021-12-05,Food/Drinks,Survival,148.0,Quezon City,Metro Manila,National Capital Region,E2021-502
2021-12-05,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-503
2021-12-07,Grocery,Survival,600.96,Quezon City,Metro Manila,National Capital Region,E2021-504
2021-12-07,Home,Obligation,300.0,Pontevedra,Capiz,Western Visayas,E2021-505
2021-12-07,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-506
2021-12-09,Food/Drinks,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-507
2021-12-09,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-508
2021-12-10,Grocery,Survival,344.35,Quezon City,Metro Manila,National Capital Region,E2021-509
2021-12-10,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-510
2021-12-11,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-511
2021-12-13,Clothing/Shoes/Personal Items,Optional,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-512
2021-12-14,Home,Obligation,5500.0,Pontevedra,Capiz,Western Visayas,E2021-513
2021-12-14,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-514
2021-12-14,Debt repayment,Obligation,2284.67,Quezon City,Metro Manila,National Capital Region,E2021-515
2021-12-14,Debt repayment,Obligation,1500.0,Makati City,Metro Manila,National Capital Region,E2021-516
2021-12-14,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-517
2021-12-14,Debt repayment,Obligation,1150.0,Quezon City,Metro Manila,National Capital Region,E2021-518
2021-12-14,Others,Optional,461.5,Quezon City,Metro Manila,National Capital Region,E2021-519
2021-12-14,Grocery,Survival,270.51,Quezon City,Metro Manila,National Capital Region,E2021-520
2021-12-14,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-521
2021-12-15,Transportation,Optional,470.0,Manila City,Metro Manila,National Capital Region,E2021-522
2021-12-15,Electricity/Water,Obligation,450.0,Quezon City,Metro Manila,National Capital Region,E2021-523
2021-12-15,Others,Optional,250.0,Quezon City,Metro Manila,National Capital Region,E2021-524
2021-12-15,Others,Optional,250.0,Jamindan,Capiz,Western Visayas,E2021-525
2021-12-15,Food/Drinks,Survival,135.0,Manila City,Metro Manila,National Capital Region,E2021-526
2021-12-15,Home,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-527
2021-12-15,Bank fees,Obligation,26.0,Quezon City,Metro Manila,National Capital Region,E2021-528
2021-12-15,Bank fees,Optional,15.0,Quezon City,Metro Manila,National Capital Region,E2021-529
2021-12-17,Food/Drinks,Survival,40.0,Quezon City,Metro Manila,National Capital Region,E2021-530
2021-12-18,Grocery,Survival,562.25,Quezon City,Metro Manila,National Capital Region,E2021-531
2021-12-18,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-532
2021-12-18,Personal care items (drugstore),Survival,42.5,Quezon City,Metro Manila,National Capital Region,E2021-533
2021-12-18,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-534
2021-12-20,Others,Optional,286.0,Quezon City,Metro Manila,National Capital Region,E2021-535
2021-12-20,Debt repayment,Obligation,10.01,Quezon City,Metro Manila,National Capital Region,E2021-536
2021-12-21,Grocery,Survival,538.25,Quezon City,Metro Manila,National Capital Region,E2021-537
2021-12-21,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-538
2021-12-22,Health Insurance,Optional,125.0,Quezon City,Metro Manila,National Capital Region,E2021-539
2021-12-22,Others,Optional,50.0,Quezon City,Metro Manila,National Capital Region,E2021-540
2021-12-26,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-541
2021-12-27,Apartment,Obligation,3000.0,Quezon City,Metro Manila,National Capital Region,E2021-542
2021-12-27,Eating/Going Out,Optional,194.0,Quezon City,Metro Manila,National Capital Region,E2021-543
2021-12-27,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-544
2021-12-28,Grocery,Survival,4985.05,Roxas City,Capiz,Western Visayas,E2021-545
2021-12-28,Home,Obligation,3810.0,Roxas City,Capiz,Western Visayas,E2021-546
2021-12-28,Transportation,Survival,694.0,Quezon City,Metro Manila,National Capital Region,E2021-547
2021-12-29,Debt repayment,Obligation,3600.0,Pontevedra,Capiz,Western Visayas,E2022-1
2021-12-29,Bank fees,Obligation,10.0,Pontevedra,Capiz,Western Visayas,E2022-2
2021-12-30,Home,Optional,3500.0,Pontevedra,Capiz,Western Visayas,E2022-3
2021-12-30,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-4
2022-01-05,Phone/Internet,Optional,99.0,Pontevedra,Capiz,Western Visayas,E2022-5
2022-01-05,Phone/Internet,Optional,1337.78,Pontevedra,Capiz,Western Visayas,E2022-6
2022-01-05,Debt repayment,Obligation,209.75,Pontevedra,Capiz,Western Visayas,E2022-7
2022-01-05,Eating/Going Out,Optional,753.0,President Roxas,Capiz,Western Visayas,E2022-8
2022-01-07,Home,Obligation,200.0,Pontevedra,Capiz,Western Visayas,E2022-9
2022-01-09,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-10
2022-01-11,Others,Optional,2000.0,Pontevedra,Capiz,Western Visayas,E2022-11
2022-01-11,Bank fees,Obligation,15.0,Pontevedra,Capiz,Western Visayas,E2022-12
2022-01-15,Debt repayment,Obligation,2350.0,Makati City,Metro Manila,National Capital Region,E2022-13
2022-01-15,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2022-14
2022-01-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-15
2022-01-15,Debt repayment,Obligation,389.25,Pontevedra,Capiz,Western Visayas,E2022-16
2022-01-15,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-17
2022-01-15,Bank fees,Optional,10.0,Pontevedra,Capiz,Western Visayas,E2022-18
2022-01-16,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-19
2022-01-17,Bank fees,Obligation,25.0,Pontevedra,Capiz,Western Visayas,E2022-20
2022-01-19,Health Insurance,Obligation,900.0,Makati City,Metro Manila,National Capital Region,E2022-21
2022-01-20,Debt repayment,Obligation,16.22,Pontevedra,Capiz,Western Visayas,E2022-22
2022-01-23,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-23
2022-01-23,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2022-24
2022-01-25,Transportation,Survival,310.0,Roxas City,Capiz,Western Visayas,E2022-25
2022-01-25,Grocery,Survival,1070.5,Roxas City,Capiz,Western Visayas,E2022-26
2022-01-25,Electricity/Water,Obligation,1000.0,Pontevedra,Capiz,Western Visayas,E2022-27
2022-01-25,Phone/Internet,Optional,50.0,Roxas City,Capiz,Western Visayas,E2022-28
2022-01-29,Bank fees,Optional,10.0,Pontevedra,Capiz,Western Visayas,E2022-29
2022-01-29,Debt repayment,Obligation,3480.0,Pontevedra,Capiz,Western Visayas,E2022-30
2022-01-29,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-31
2022-01-29,Others,Unexpected,250.0,Quezon City,Metro Manila,National Capital Region,E2022-32
2022-01-30,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-33
2022-02-06,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-34
2022-02-06,Bank fees,Optional,15.0,Pontevedra,Capiz,Western Visayas,E2022-35
2022-02-06,Home,Optional,2000.0,Pontevedra,Capiz,Western Visayas,E2022-36
2022-02-07,Home,Obligation,300.0,Pontevedra,Capiz,Western Visayas,E2022-37
2022-02-12,Bank fees,Optional,15.0,Pontevedra,Capiz,Western Visayas,E2022-38
2022-02-13,Home,Obligation,4500.0,Pontevedra,Capiz,Western Visayas,E2022-39
2022-02-14,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-40
2022-02-14,Debt repayment,Obligation,2350.0,Makati City,Metro Manila,National Capital Region,E2022-41
2022-02-14,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2022-42
2022-02-14,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2022-43
2022-02-14,Bank fees,Optional,10.0,Pontevedra,Capiz,Western Visayas,E2022-44
2022-02-17,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-45
2022-02-17,Home,Obligation,1000.0,Pontevedra,Capiz,Western Visayas,E2022-46
2022-02-17,Others,Unexpected,1000.0,Pontevedra,Capiz,Western Visayas,E2022-47
2022-02-22,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-48
2022-02-22,Health Insurance,Optional,125.0,Pontevedra,Capiz,Western Visayas,E2022-49
2022-02-23,Home,Obligation,1000.0,Pontevedra,Capiz,Western Visayas,E2022-50
2022-02-28,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-51
2022-02-28,Others,Optional,800.0,Pontevedra,Capiz,Western Visayas,E2022-52
2022-02-28,Bank fees,Optional,15.0,Pontevedra,Capiz,Western Visayas,E2022-53
2022-02-28,Phone/Internet,Optional,1000.0,Pontevedra,Capiz,Western Visayas,E2022-54
2022-02-28,Others,Optional,500.0,Pontevedra,Capiz,Western Visayas,E2022-55
2022-03-01,Debt repayment,Obligation,2350.0,Makati City,Metro Manila,National Capital Region,E2022-56
2022-03-01,Debt repayment,Obligation,1130.0,Pontevedra,Capiz,Western Visayas,E2022-57
2022-03-01,Bank fees,Optional,15.0,Pontevedra,Capiz,Western Visayas,E2022-58
2022-03-01,Hair Cut,Optional,200.0,Pontevedra,Capiz,Western Visayas,E2022-59
2022-03-08,Food/Drinks,Optional,1000.0,Pontevedra,Capiz,Western Visayas,E2022-60
2022-03-08,Bank fees,Optional,25.0,Pontevedra,Capiz,Western Visayas,E2022-61
2022-03-10,Home,Optional,215.0,Pontevedra,Capiz,Western Visayas,E2022-62
2022-03-14,Bank fees,Optional,40.0,Pontevedra,Capiz,Western Visayas,E2022-63
2022-03-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-64
2022-03-15,Debt repayment,Obligation,1700.0,Makati City,Metro Manila,National Capital Region,E2022-65
2022-03-15,Pension Fund,Obligation,1300.0,Pontevedra,Capiz,Western Visayas,E2022-66
2022-03-15,Debt repayment,Obligation,43.9,Pontevedra,Capiz,Western Visayas,E2022-67
2022-03-15,Eating/Going Out,Optional,3000.0,Pontevedra,Capiz,Western Visayas,E2022-68
2022-03-22,Home,Obligation,2500.0,Pontevedra,Capiz,Western Visayas,E2022-69
2022-03-22,Bank fees,Optional,15.0,Pontevedra,Capiz,Western Visayas,E2022-70
2022-03-24,Phone/Internet,Optional,20.0,Pontevedra,Capiz,Western Visayas,E2022-71
2022-03-31,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2022-72
2022-03-31,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-73
2022-03-31,Home,Obligation,2000.0,Pontevedra,Capiz,Western Visayas,E2022-74
2022-03-30,Eating/Going Out,Optional,700.0,Roxas City,Capiz,Western Visayas,E2022-75
2022-03-31,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-76
2022-03-31,Bank fees,Optional,10.0,Pontevedra,Capiz,Western Visayas,E2022-77
2022-03-31,Bank fees,Optional,10.0,Pontevedra,Capiz,Western Visayas,E2022-78
2022-04-01,Bank fees,Optional,25.0,Pontevedra,Capiz,Western Visayas,E2022-79
2022-04-03,Bank fees,Unexpected,525.0,Pontevedra,Capiz,Western Visayas,E2022-80
2022-04-04,Home,Obligation,2000.0,Pontevedra,Capiz,Western Visayas,E2022-81
2022-04-06,Phone/Internet,Optional,199.0,Pontevedra,Capiz,Western Visayas,E2022-82
2022-04-08,Phone/Internet,Optional,499.0,Pontevedra,Capiz,Western Visayas,E2022-83
2022-04-10,Home,Obligation,200.0,Pontevedra,Capiz,Western Visayas,E2022-84
2022-04-15,Debt repayment,Obligation,3150.0,Pontevedra,Capiz,Western Visayas,E2022-85
2022-04-15,Bank fees,Optional,45.0,Pontevedra,Capiz,Western Visayas,E2022-86
2022-04-15,Grocery,Survival,2264.75,Roxas City,Capiz,Western Visayas,E2022-87
2022-04-15,Phone/Internet,Optional,740.0,Makati City,Metro Manila,National Capital Region,E2022-88
2022-04-15,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2022-89
2022-04-15,Health Insurance,Obligation,900.0,Makati City,Metro Manila,National Capital Region,E2022-90
2022-04-15,Health Insurance,Obligation,125.0,Pontevedra,Capiz,Western Visayas,E2022-91
2022-04-15,Debt repayment,Obligation,1700.0,Makati City,Metro Manila,Western Visayas,E2022-92
2022-04-19,Phone/Internet,Unexpected,299.0,Pontevedra,Capiz,Western Visayas,E2022-93
2022-04-26,Food/Drinks,Optional,500.0,President Roxas,Capiz,Western Visayas,E2022-94
2022-04-29,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-95
2022-04-30,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-96
2022-04-30,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2022-97
2022-04-30,Bank fees,Optional,15.0,Pontevedra,Capiz,Western Visayas,E2022-98
2022-05-04,Bank fees,Optional,18.0,Roxas City,Capiz,Western Visayas,E2022-99
2022-05-10,Home,Optional,1300.0,Pilar,Capiz,Western Visayas,E2022-100
2022-05-11,Home,Obligation,200.0,Pontevedra,Capiz,Western Visayas,E2022-101
2022-05-12,Healthcare,Unexpected,1000.0,Roxas City,Capiz,Western Visayas,E2022-102
2022-05-13,Phone/Internet,Optional,299.0,Pontevedra,Capiz,Western Visayas,E2022-103
2022-05-15,Debt repayment,Obligation,1700.0,Pontevedra,Capiz,Western Visayas,E2022-104
2022-05-15,Debt repayment,Obligation,3150.0,Pontevedra,Capiz,Western Visayas,E2022-105
2022-05-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-106
2022-05-15,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2022-107
2022-05-18,Eating/Going Out,Unexpected,1000.0,Pilar,Capiz,Western Visayas,E2022-108
2022-05-19,Phone/Internet,Optional,299.0,Pontevedra,Capiz,Western Visayas,E2022-109
2022-05-20,Phone/Internet,Optional,499.0,Pontevedra,Capiz,Western Visayas,E2022-110
2022-05-31,Electricity/Water,Obligation,1000.0,Pontevedra,Capiz,Western Visayas,E2022-111
2022-05-31,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-112
2022-05-31,Food/Drinks,Optional,500.0,Pontevedra,Capiz,Western Visayas,E2022-113
2022-05-31,Phone/Internet,Optional,100.0,Pontevedra,Capiz,Western Visayas,E2022-114
2022-05-31,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-115
2022-05-31,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2022-116
2022-05-31,Debt repayment,Obligation,7225.01,Makati City,Metro Manila,National Capital Region,E2022-117
2022-06-11,Home,Optional,215.0,Pontevedra,Capiz,Western Visayas,E2022-117
2022-06-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-118
2022-06-15,Debt repayment,Obligation,3150.0,Pontevedra,Capiz,Western Visayas,E2022-119
2022-06-15,Health Insurance,Optional,125.0,Pontevedra,Capiz,Western Visayas,E2022-120
2022-06-15,Pension Fund,Obligation,1300.0,Pontevedra,Capiz,Western Visayas,E2022-121
2022-06-15,Phone/Internet,Optional,549.0,Pontevedra,Capiz,Western Visayas,E2022-122
2022-06-23,Home,Optional,2020.0,Pontevedra,Capiz,Western Visayas,E2022-123
2022-06-28,Phone/Internet,Optional,50.0,Roxas City,Capiz,Western Visayas,E2022-126
2022-06-28,Electricity/Water,Obligation,1500.0,Pontevedra,Capiz,Western Visayas,E2022-127
2022-06-30,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-124
2022-06-30,Bank fees,Optional,30.0,Pontevedra,Capiz,Western Visayas,E2022-125
2022-06-30,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-128
2022-06-30,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2022-129
2022-07-05,Phone/Internet,Optional,66.0,Pontevedra,Capiz,Western Visayas,E2022-133
2022-07-06,Phone/Internet,Optional,50.0,President Roxas,Capiz,Western Visayas,E2022-130
2022-07-06,Food/Drinks,Optional,1100.0,Pontevedra,Capiz,Western Visayas,E2022-131
2022-07-12,Transportation,Survival,190.0,Roxas City,Capiz,Western Visayas,E2022-132
2022-07-12,Cable,Optional,300.0,Pontevedra,Capiz,Western Visayas,E2022-134
2022-07-14,Phone/Internet,Optional,179.0,Pontevedra,Capiz,Western Visayas,E2022-135
2022-07-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-136
2022-07-15,SSS,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2022-137
2022-07-15,PhilHealth,Obligation,1200.0,Makati City,Metro Manila,National Capital Region,E2022-138
2022-07-15,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-139
2022-07-15,Debt repayment,Obligation,3149.14,Pontevedra,Capiz,Western Visayas,E2022-140
2022-07-20,Bank fees,Optional,10.0,Pontevedra,Capiz,Western Visayas,E2022-141
2022-07-23,Food/Drinks,Optional,2000.0,Pontevedra,Capiz,Western Visayas,E2022-142
2022-07-25,Electricity/Water,Obligation,1000.0,Pontevedra,Capiz,Western Visayas,E2022-143
2022-07-25,Grocery,Survival,1000.0,Pontevedra,Capiz,Western Visayas,E2022-144
2022-07-29,Bank fees,Optional,25.0,Pontevedra,Capiz,Western Visayas,E2022-145
2022-07-29,Credit Card Payment,Obligation,8124.25,Makati City,Metro Manila,National Capital Region,E2022-146
2022-07-29,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2022-147
2022-07-29,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2022-148
2022-08-01,Food/Drinks,Optional,47.0,Pontevedra,Capiz,Western Visayas,E2022-149
2022-08-02,Bank fees,Optional,12.0,Pontevedra,Capiz,Western Visayas,E2022-150
